Brand Name,Spec Score,Rating,Price,Tag,Processor Name,Processor Type,Processor Speed,RAM,Internal Storage,Battery Capacity,Battery Feature,SIM Type,Extra Feature,Display Size,Display Resolution,Display Feature,Memory External,OS Version,Camera,Image Preview
ai+ pulse,68,4.45,8999,upcoming,octa core processor,,,8 gb ram,128 gb inbuilt,5000mAh,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.78 inch,"2400 x 1200 px, 120 Hz",with punch hole,"memory card supported, upto 1 tb",android v15,50 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iesxlw2oh-w280-h280/ai-pulse.webp
vivo y04,66,4.45,8990,upcoming,unisoc t7225,octa core,2 ghz processor GHz,4 gb ram,64 gb inbuilt,5000mAh 18W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.74 inch,"720 x 1600 px, 90 Hz",no punch hole,"memory card supported, upto 1 tb",android v14,13 mp + 0.08 mp dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-iogbyvytf-w280-h280/vivo-y04.webp
vivo x200 pro mini,90,4.35,55990,upcoming,dimensity 9400,octa core,3.63 ghz processor GHz,12 gb ram,256 gb inbuilt,5700mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.31 inch,"1216 x 2640 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp + 50 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-iehtkhr1o-w280-h280/vivo-x200-pro-mini.webp
vivo y29s 5g,76,4.35,15990,upcoming,dimensity 6300,octa core,2.4 ghz processor GHz,8 gb ram,256 gb inbuilt,5500mAh 15W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.74 inch,"720 x 1600 px, 90 Hz",with punch hole,"memory card supported, upto 2 tb",android v15,50 mp + 0.08 mp dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-ifl0fj6zn-w280-h280/vivo-y29s-5g.webp
oppo reno 13f,84,4.2,32990,upcoming,snapdragon 6 gen1,octa core,2.2 ghz processor GHz,8 gb ram,128 gb inbuilt,5800mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,memory card (hybrid),android v15,50 mp + 8 mp + 2 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-igj0rthkk-w280-h280/oppo-reno-13f.webp
vivo x300,79,4.5,54990,rumored,dimensity 9500,octa core processor,,12 gb ram,256 gb inbuilt,6000mAh 120W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.67 inch,"1260 x 2800 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp dual rear & 50 mp front camera,https://cdn1.smartprix.com/rx-i1txzkgcq-w280-h280/vivo-x300.webp
infinix note 50,82,4.5,14990,upcoming,helio g100,octa core,2.2 ghz processor GHz,8 gb ram,256 gb inbuilt,5200mAh 45W,Fast Charging,"dual sim, 3g, 4g, volte","wi-fi, nfc, ir blaster",6.78 inch,"1080 x 2436 px, 144 Hz",with punch hole,"memory card supported, upto 2 tb",android v15,50 mp + 2 mp dual rear & 13 mp front camera,https://cdn1.smartprix.com/rx-i3ub9f5zp-w280-h280/infinix-note-50.webp
nubia red magic 10 pro 5g,87,4.05,59990,upcoming,snapdragon 8 elite,octa core,4.32 ghz processor GHz,12 gb ram,256 gb inbuilt,6500mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.85 inch,"1216 x 2688 px, 144 Hz",no punch hole,memory card not supported,android v15,50 mp + 50 mp + 2 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-i4gt0hds9-w280-h280/nubia-red-magic-10-p.webp
samsung galaxy f17 5g,73,4.4,16990,rumored,octa core processor,,,6 gb ram,128 gb inbuilt,6000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v15,108 mp + 13 mp + 2 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-i07gfpkqu-w280-h280/samsung-galaxy-f17-5.webp
nokia x200,83,4.7,24999,rumored,snapdragon 6 gen 1,octa core,2.2 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.7 inch,"1080 x 2400 px, 90 Hz",with punch hole,"memory card supported, upto 1000 gb",android v13,50 mp + 8 mp + 2 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-imw7e5ird-w280-h280/nokia-x200.webp
oppo reno 14f,84,4.0,34990,upcoming,snapdragon 6 gen1,octa core,2.2 ghz processor GHz,8 gb ram,256 gb inbuilt,6000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.57 inch,"1080 x 2372 px, 120 Hz",with punch hole,memory card supported,android v15,50 mp + 8 mp + 2 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-itvelpvtp-w280-h280/oppo-reno-14f.webp
oneplus 14 pro,83,4.15,89990,rumored,snapdragon 8 elite 2,octa core processor,,12 gb ram,256 gb inbuilt,6500mAh 120W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc, ir blaster",6.84 inch,"1440 x 3168 px, 120 Hz",with punch hole,memory card not supported,android v16,50 mp + 50 mp + 50 mp triple rear & 50 mp front camera,https://cdn1.smartprix.com/rx-ih0mtdyms-w280-h280/oneplus-14-pro.webp
infinix hot 50 pro plus,80,4.1,17990,upcoming,helio g100,octa core,2.2 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 33W,Fast Charging,"dual sim, 3g, 4g, wi-fi, nfc",,6.78 inch,"1080 x 2436 px, 120 Hz",no punch hole,memory card supported,android v14,50 mp + 2 mp triple rear & 13 mp front camera,https://cdn1.smartprix.com/rx-ihh5zrgld-w280-h280/infinix-hot-50-pro-p.webp
oppo reno 14f,84,4.0,34990,upcoming,snapdragon 6 gen1,octa core,2.2 ghz processor GHz,8 gb ram,256 gb inbuilt,6000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.57 inch,"1080 x 2372 px, 120 Hz",with punch hole,memory card supported,android v15,50 mp + 8 mp + 2 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-itvelpvtp-w280-h280/oppo-reno-14f.webp
samsung galaxy a76,89,4.75,42990,rumored,snapdragon 7+ gen2,octa core,2.91 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.78 inch,"1080 x 2412 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,108 mp quad rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ie1odq8ry-w280-h280/samsung-galaxy-a76.webp
ulefone armor 34 pro,91,4.4,34990,upcoming,dimensity 7300,octa core,2.5 ghz processor GHz,12 gb ram,512 gb inbuilt,25500mAh 66W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.95 inch,"1080 x 2460 px, 144 Hz",with punch hole,memory card supported,android v15,64 mp + 50 mp + 50 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ivnse1cre-w280-h280/ulefone-armor-34-pro.webp
poco f8,76,4.05,37990,rumored,octa core processor,,,12 gb ram,256 gb inbuilt,7700mAh 100W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.78 inch,"1220 x 2712 px, 144 Hz",with punch hole,memory card not supported,android v16,50 mp + 50 mp + 8 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ixiatdqkc-w280-h280/poco-f8.webp
oneplus 13 mini,88,4.55,49990,upcoming,snapdragon 8 elite,octa core,4.32 ghz processor GHz,8 gb ram,256 gb inbuilt,6200mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc, ir blaster",6.31 inch,"1440 x 3168 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ih0mtdyms-w280-h280/oneplus-13-mini.webp
xiaomi redmi 15c 5g,74,4.45,12990,rumored,snapdragon 4 gen3,octa core processor,,8 gb ram,128 gb inbuilt,5500mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.74 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card supported, upto 1 tb",android v15,50 mp + 8 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-it7ho0flf-w280-h280/xiaomi-redmi-15c-5g.webp
realme c75,76,4.05,9990,upcoming,helio g92 max,octa core,2 ghz processor GHz,8 gb ram,128 gb inbuilt,6000mAh 45W,Fast Charging,"dual sim, 3g, 4g, volte","wi-fi, nfc",6.72 inch,1080 x 2400 px,with punch hole,memory card supported,android v14,50 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-inc6znwbv-w280-h280/realme-c75.webp
xiaomi redmi a5 5g,67,4.15,9990,upcoming,snapdragon 4 gen3,octa core processor,,4 gb ram,128 gb inbuilt,5500mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.78 inch,"1080 x 2400 px, 120 Hz",no punch hole,"memory card supported, upto 1 tb",android v14,50 mp + 8 mp + 2 mp triple rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ipgijqlp6-w280-h280/xiaomi-redmi-a5-5g.webp
infinix smart 10 hd,61,4.45,4999,upcoming,octa core,1.6 ghz processor,,2 gb ram,64 gb inbuilt,5000mAh 10W,Fast Charging,"dual sim, 3g, 4g, volte","wi-fi, ir blaster",6.6 inch,"720 x 1612 px, 90 Hz",with punch hole,memory card supported,android v14,13 mp rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ihdoklhbd-w280-h280/infinix-smart-10-hd.webp
motorola moto g86 power 5g,87,4.5,31999,upcoming,dimensity 7300,octa core,2.5 ghz processor GHz,8 gb ram,512 gb inbuilt,6720mAh 30W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.67 inch,"1220 x 2712 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v15,50 mp + 8 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-i8cgg6f7l-w280-h280/motorola-moto-g86-po.webp
samsung galaxy jump 4,71,4.5,27990,upcoming,exynos 1380,octa core,2.4 ghz processor GHz,6 gb ram,128 gb inbuilt,5000mAh,Standard Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.7 inch,120 Hz,no punch hole,"memory card supported, upto 2 tb",android v15,12 mp + 8 mp + 2 mp triple rear & 13 mp front camera,https://cdn1.smartprix.com/rx-ib8xwvtoq-w280-h280/samsung-galaxy-jump.webp
motorola moto g95 5g,72,4.5,22990,rumored,snapdragon 6 gen4,octa core processor,,8 gb ram,128 gb inbuilt,5600mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.74 inch,"1080 x 2400 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 12 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-iezuwmvds-w280-h280/motorola-moto-g95-5g.webp
motorola moto g75 5g,86,4.25,32990,upcoming,snapdragon 6 gen3,octa core,2.4 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 30W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.78 inch,"1080 x 2388 px, 120 Hz",with punch hole,memory card (hybrid),android v14,50 mp + 8 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-icuvf247n-w280-h280/motorola-moto-g75-5g.webp
xiaomi 15s pro,92,4.0,66990,upcoming,xring o1,deca core,3.9 ghz processor GHz,16 gb ram,512 gb inbuilt,6100mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.73 inch,"1440 x 3200 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp + 50 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-imbaltzp7-w280-h280/xiaomi-15s-pro.webp
cmf phone (2),73,4.05,19999,upcoming,dimensity 7400,octa core processor,,6 gb ram,128 gb inbuilt,5000mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.3 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1.02 tb",android v15,50 mp + 50 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-inheagyo2-w280-h280/cmf-phone-2.webp
infinix smart 10,64,4.4,5990,upcoming,unisoc t7250,octa core,1.8 ghz processor GHz,3 gb ram,64 gb inbuilt,5000mAh 15W,Fast Charging,"dual sim, 3g, 4g, volte","wi-fi, nfc, ir blaster",6.67 inch,"720 x 1600 px, 120 Hz",with punch hole,memory card supported,android v15,8 mp rear & 8 mp front camera,https://cdn1.smartprix.com/rx-isc3udxad-w280-h280/infinix-smart-10.webp
fairphone 6,87,4.35,59990,upcoming,snapdragon 7s gen3 soc,octa core,2.5 ghz processor GHz,8 gb ram,256 gb inbuilt,4415mAh 30W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.31 inch,"1116 x 2484 px, 120 Hz",with punch hole,memory card supported,android v15,50 mp + 13 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-imof0xhlv-w280-h280/fairphone-6.webp
oneplus ace 6,85,4.5,29990,upcoming,snapdragon 8 elite,octa core,4.32 ghz processor GHz,12 gb ram,256 gb inbuilt,7800mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc, ir blaster",6.78 inch,"1264 x 2780 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 8 mp + 2 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ipu28adym-w280-h280/oneplus-ace-6.webp
vivo x300 ultra,85,4.5,79990,upcoming,octa core processor,,,12 gb ram,256 gb inbuilt,6000mAh 120W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.8 inch,"1260 x 2800 px, 120 Hz",with punch hole,memory card not supported,android v15,200 mp + 50 mp + 50 mp triple rear & 50 mp front camera,https://cdn1.smartprix.com/rx-i1txzkgcq-w280-h280/vivo-x300-ultra.webp
realme gt 8,81,4.45,49990,rumored,octa core processor,,,12 gb ram,256 gb inbuilt,6000mAh 200W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc, ir blaster",6.8 inch,"1264 x 3200 px, 144 Hz",with punch hole,memory card not supported,android v15,64 mp + 50 mp + 50 mp triple rear & 50 mp front camera,https://cdn1.smartprix.com/rx-idecjp7yu-w280-h280/realme-gt-8.webp
oppo a60 5g,74,4.6,14990,upcoming,dimensity 6300,octa core,2.4 ghz processor GHz,6 gb ram,128 gb inbuilt,5100mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.67 inch,"720 x 1604 px, 120 Hz",with punch hole,"memory card supported, upto 1 tb",android v14,50 mp dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-i9eb20gbo-w280-h280/oppo-a60-5g.webp
xiaomi redmi 14 5g,74,4.75,14999,upcoming,snapdragon 4s gen2,octa core processor,,8 gb ram,128 gb inbuilt,5000mAh 44W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.82 inch,"1080 x 2460 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v15,108 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-iakowiv5h-w280-h280/xiaomi-redmi-14-5g.webp
xiaomi redmi note 14 pro max,79,4.7,32990,rumored,dimensity 7350 pro,octa core processor,,8 gb ram,128 gb inbuilt,5200mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.78 inch,"1080 x 2460 px, 144 Hz",with punch hole,"memory card supported, upto 1 tb",android v14,200 mp quad rear & 32 mp front camera,https://cdn1.smartprix.com/rx-i4ipozw8r-w280-h280/xiaomi-redmi-note-14.webp
realme c2s,62,3.45,3499,upcoming,helio  p22,octa core,2 ghz processor GHz,3 gb ram,32 gb inbuilt,4000mAh,Standard Charging,"dual sim, 3g, 4g, volte",wi-fi,6.1 inch,720 x 1560 px,no punch hole,"memory card supported, upto 128 gb",android v9.0 (pie),13 mp + 2 mp dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-isfwvyh3p-w280-h280/realme-c2s.webp
cmf phone 3 pro,75,4.05,24990,rumored,octa core processor,,,8 gb ram,128 gb inbuilt,6000mAh 48W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.81 inch,"1080 x 2392 px, 144 Hz",with punch hole,memory card (hybrid),android v16,50 mp + 50 mp + 12 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-im8sgvgwk-w280-h280/cmf-phone-3-pro.webp
infinix gt 30,67,4.55,15999,upcoming,dimensity 7400,octa core processor,,8 gb ram,128 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.7 inch,120 Hz,with punch hole,memory card supported,android v15,50 mp + 8 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ibzuqkjq4-w280-h280/infinix-gt-30.webp
samsung galaxy m17 5g,74,4.0,18990,rumored,dimensity 6400,octa core processor,,8 gb ram,128 gb inbuilt,7000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.67 inch,"1080 x 2408 px, 120 Hz",with punch hole,"memory card supported, upto 1 tb",android v16,50 mp + 13 mp + 2 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-i2wuf3vq1-w280-h280/samsung-galaxy-m17-5.webp
tecno camon 40,82,4.55,24990,upcoming,helio g100,octa core,2.2 ghz processor GHz,8 gb ram,128 gb inbuilt,5200mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.78 inch,"1080 x 2436 px, 120 Hz",with punch hole,"memory card supported, upto 1 tb",android v15,50 mp + 8 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-i3pklxgl7-w280-h280/tecno-camon-40.webp
poco x8 5g,74,4.3,29990,rumored,octa core processor,,,8 gb ram,256 gb inbuilt,5700mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi",6.74 inch,"1240 x 2740 px, 144 Hz",with punch hole,"memory card supported, upto 1 tb",android v16,50 mp + 13 mp + 8 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-iedaiyq8i-w280-h280/poco-x8-5g.webp
samsung galaxy a07 5g,65,4.3,9499,upcoming,octa core processor,,,4 gb ram,128 gb inbuilt,5500mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.7 inch,"720 x 1600 px, 90 Hz",no punch hole,"memory card supported, upto 1 tb",android v14,50 mp + depth sensor dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-iosa0ussw-w280-h280/samsung-galaxy-a07-5.webp
samsung galaxy f35 5g,74,4.45,17990,upcoming,exynos,octa core processor,,6 gb ram,128 gb inbuilt,6000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.5 inch,"1080 x 2340 px, 120 Hz",no punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 13 mp + 2 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-iruefzqkk-w280-h280/samsung-galaxy-f35-5.webp
infinix hot 50 pro,79,4.35,15990,upcoming,helio g100,octa core,2.2 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 33W,Fast Charging,"dual sim, 3g, 4g, volte","wi-fi, nfc",6.78 inch,"1080 x 2436 px, 120 Hz",with punch hole,"memory card supported, upto 1 tb",android v14,50 mp + 2 mp triple rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ikooj79n8-w280-h280/infinix-hot-50-pro.webp
infinix hot 50i,71,4.3,9999,upcoming,helio g81,octa core,2 ghz processor GHz,4 gb ram,128 gb inbuilt,5000mAh 18W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.7 inch,"720 x 1600 px, 120 Hz",with punch hole,"memory card supported, upto 2 tb",android v14,48 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iod9v4ccw-w280-h280/infinix-hot-50i.webp
vivo y03,64,4.0,6990,upcoming,helio g85,octa core,2 ghz processor GHz,4 gb ram,64 gb inbuilt,5000mAh 15W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.56 inch,"720 x 1612 px, 90 Hz",no punch hole,"memory card supported, upto 1 tb",android v14,13 mp + 0.08 mp dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-iqopjvv5c-w280-h280/vivo-y03.webp
nubia neo,79,4.65,15990,upcoming,unisoc t820,octa core,2.7 ghz processor GHz,8 gb ram,256 gb inbuilt,4500mAh 5W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.6 inch,"1080 x 2408 px, 120 Hz",no punch hole,memory card (hybrid),android v13,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-igelcwcpw-w280-h280/nubia-neo.webp
